583,22.9976,15,15.6923
967,22.2324,15,15.241
611,21.5792,15,15.6768
662,21.5226,6,16.1012
670,23.469,8,16.0131
1651,22.0454,10,12.0832
541,23.2113,4,16.473
570,21.406,15,15.8374
985,22.0169,15,15.7862
1118,22.3235,15,16.0539
979,22.5095,15,15.7897
548,21.6428,15,15.7094
563,21.5529,15,16.0569
1215,21.9667,15,15.8327
1335,22.0438,15,15.3266
671,21.7688,15,16.192
2058,22.3731,12,15.6208
1224,22.9291,2,15.7599
816,22.136,15,15.3422
555,22.0695,15,15.9798
908,22.2074,15,15.914
1106,22.2256,13,15.7594
644,22.6461,1,15.8408
565,22.0606,15,15.9726
766,21.8896,15,15.8813
660,21.0125,15,13.7095
882,21.8011,15,15.9098
773,21.7696,15,15.8875
821,22.0298,15,15.5541
589,21.3726,15,16.0663
543,21.3636,15,16.1233
785,22.4306,15,15.7517
559,21.8599,15,15.9713
575,22.1017,15,15.8815
792,22.0968,15,15.9992
805,22.3017,15,14.8447
712,21.6142,15,14.3983
749,21.9503,15,16.0404
948,22.3726,4,16.127
631,23.0659,10,15.5787
625,21.746,15,16.2948
599,21.6818,15,15.9865
539,21.7124,15,13.2031
762,22.0271,15,15.7317
759,21.827,15,15.1214
615,21.7983,15,16.3012
670,21.6191,15,16.0899
1078,22.3439,15,16.0212
1019,21.9403,15,15.7872
2516,22.2033,15,13.4266
1050,22.1092,15,16.2499
2048,22.1077,15,14.3163
714,22.2406,15,15.7251
1535,22.3666,15,15.7113
772,21.9297,15,16.2143
1001,22.2673,15,12.8751
546,21.7078,15,16.2916
980,22.3442,15,15.3348
2058,22.2418,15,13.5521
